t,V
624.987,8.6488
625.988,8.6446
626.988,8.6403
627.987,8.6351
628.988,8.6316
629.988,8.6264
630.988,8.6217
631.987,8.617
632.988,8.6128
633.988,8.6086
634.988,8.603
635.987,8.599
636.988,8.5941
637.988,8.5907
638.987,8.5849
639.988,8.5802
640.988,8.5753
641.987,8.5704
642.988,8.566
643.988,8.562
644.987,8.5568
645.988,8.5515
646.988,8.5471
647.988,8.5423
648.987,8.537
649.988,8.5329
650.987,8.5276
651.988,8.5226
652.987,8.5175
653.988,8.5141
654.988,8.5098
655.987,8.5052
656.988,8.5009
657.988,8.4962
658.987,8.4923
659.988,8.4879
660.988,8.4832
661.988,8.4792
662.987,8.4744
663.988,8.4698
664.988,8.4652
665.988,8.4608
666.988,8.457
667.987,8.4525
668.988,8.4501
669.988,8.4445
670.988,8.4398
671.988,8.4361
672.987,8.4325
673.988,8.4273
674.987,8.4233
675.988,8.4182
676.987,8.4147
677.988,8.4103
678.988,8.4054
679.988,8.4
680.988,8.396
681.987,8.3898
682.988,8.3877
683.988,8.3823
684.988,8.3778
685.987,8.3733
686.988,8.3698
687.987,8.364
688.988,8.3604
689.988,8.3552
690.988,8.351
691.988,8.3467
692.987,8.3407
693.987,8.3365
694.988,8.3322
695.987,8.328
696.988,8.3222
697.988,8.3188
698.987,8.3136
699.988,8.3101
700.988,8.3064
701.988,8.301
702.988,8.2963
703.988,8.2925
704.987,8.2876
705.987,8.2836
706.987,8.2802
707.988,8.276
708.988,8.272
709.988,8.2675
710.987,8.2629
711.987,8.2595
712.987,8.2555
713.987,8.2515
714.987,8.2478
715.987,8.243
716.988,8.238
717.987,8.2357
718.987,8.2314
719.988,8.227
720.988,8.2232
721.988,8.2186
722.988,8.214
723.988,8.2097
724.988,8.2059
725.988,8.2014
726.988,8.1974
727.988,8.193
728.988,8.1897
729.988,8.185
730.988,8.1801
731.988,8.1763
732.988,8.1722
733.988,8.1669
734.987,8.1625
735.987,8.1578
736.988,8.1539
737.988,8.1495
738.988,8.1448
739.988,8.1403
740.988,8.1347
741.987,8.1317
742.987,8.1277
743.988,8.1258
744.988,8.1178
745.988,8.1149
746.988,8.1111
747.988,8.1054
748.988,8.1006
749.988,8.0969
750.987,8.0919
751.988,8.0878
752.987,8.0841
753.988,8.0794
754.987,8.0749
755.988,8.0704
756.988,8.0663
757.988,8.0637
758.988,8.0583
759.988,8.0546
760.987,8.0492
761.988,8.0454
762.988,8.0409
763.987,8.0367
764.988,8.0326
765.988,8.028
766.988,8.0244
767.988,8.02
768.987,8.0151
769.987,8.0106
770.988,8.0065
771.988,8.0029
772.988,7.9977
773.988,7.9933
774.987,7.989
775.988,7.9858
776.988,7.9815
777.988,7.9765
778.988,7.9734
779.988,7.9701
780.987,7.9651
781.988,7.9618
782.988,7.9565
783.988,7.9527
784.988,7.9473
785.988,7.9446
786.987,7.9397
787.988,7.9371
788.988,7.9322
789.987,7.9277
790.988,7.9242
791.988,7.9209
792.988,7.916
793.988,7.9132
794.987,7.9084
795.988,7.9039
796.988,7.9011
797.988,7.8967
798.988,7.8927
799.988,7.8885
800.988,7.8838
801.988,7.8806
802.988,7.8765
803.987,7.872
804.988,7.8682
